,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,movieId
8316,Action,Drama,Thriller,War,,,,,,,107069
8317,Comedy,Drama,,,,,,,,,107141
8318,Action,Drama,,,,,,,,,107159
8319,Action,Drama,Mystery,,,,,,,,107314
8320,Comedy,Crime,,,,,,,,,107338
8321,Comedy,,,,,,,,,,107348
8322,Action,Drama,Sci-Fi,,,,,,,,107406
8323,Comedy,Drama,War,,,,,,,,107408
8324,Adventure,Drama,Sci-Fi,,,,,,,,107410
8325,Comedy,Romance,,,,,,,,,107412
8326,Horror,Mystery,Thriller,,,,,,,,107436
8327,Comedy,Crime,,,,,,,,,107447
8328,Children,Comedy,,,,,,,,,107449
8329,Action,Crime,Thriller,,,,,,,,107462
8330,Comedy,,,,,,,,,,107565
8331,Comedy,,,,,,,,,,107630
8332,Comedy,,,,,,,,,,107702
8333,Action,Adventure,Fantasy,,,,,,,,107723
8334,Drama,Horror,Romance,,,,,,,,107771
8335,Musical,,,,,,,,,,107780
8336,Action,Adventure,,,,,,,,,107846
8337,Thriller,,,,,,,,,,107945
8338,Comedy,Crime,,,,,,,,,107951
8339,Action,Animation,Fantasy,IMAX,,,,,,,107953
8340,Action,Thriller,,,,,,,,,107962
8341,Drama,Horror,Mystery,Thriller,,,,,,,107997
8342,Animation,Children,,,,,,,,,107999
8343,Comedy,Romance,,,,,,,,,108078
8344,Action,Adventure,Animation,Children,,,,,,,108090
8345,Action,Comedy,,,,,,,,,108156
8346,Action,Drama,Thriller,IMAX,,,,,,,108188
8347,Adventure,Romance,Sci-Fi,IMAX,,,,,,,108190
8348,Drama,,,,,,,,,,108192
8349,Adventure,Animation,Children,Comedy,Drama,Romance,,,,,108540
8350,Drama,,,,,,,,,,108601
8351,Action,Fantasy,Sci-Fi,IMAX,,,,,,,108689
8352,Comedy,Drama,,,,,,,,,108715
8353,Drama,,,,,,,,,,108727
8354,Mystery,Thriller,,,,,,,,,108729
8355,Action,Adventure,Animation,Fantasy,,,,,,,108795
8356,Action,Drama,War,,,,,,,,108928
8357,Action,Adventure,Animation,Children,Comedy,Fantasy,,,,,108932
8358,Action,Crime,Sci-Fi,IMAX,,,,,,,108945
8359,Crime,,,,,,,,,,108949
8360,Drama,Mystery,,,,,,,,,108981
8361,Adventure,Comedy,Fantasy,,,,,,,,109042
8362,Drama,,,,,,,,,,109161
8363,Comedy,,,,,,,,,,109183
8364,Drama,Fantasy,Sci-Fi,,,,,,,,109187
8365,Drama,Fantasy,Mystery,,,,,,,,109191
8366,Action,Comedy,Crime,,,,,,,,109241
8367,Documentary,,,,,,,,,,109282
8368,Crime,Drama,Thriller,,,,,,,,109295
8369,Comedy,,,,,,,,,,109313
8370,Comedy,,,,,,,,,,109317
8371,Comedy,Romance,,,,,,,,,109372
8372,Comedy,Drama,,,,,,,,,109374
8373,Animation,Comedy,Drama,Romance,,,,,,,109383
8374,Comedy,,,,,,,,,,109416
8375,Comedy,Romance,,,,,,,,,109483
8376,Sci-Fi,IMAX,,,,,,,,,109487
8377,Action,Crime,Drama,,,,,,,,109569
8378,Comedy,,,,,,,,,,109576
8379,Action,Mystery,Thriller,,,,,,,,109578
8380,Animation,Drama,,,,,,,,,109596
8381,Animation,Romance,,,,,,,,,109633
8382,Action,Drama,War,IMAX,,,,,,,109673
8383,Documentary,,,,,,,,,,109687
8384,Crime,Drama,Thriller,,,,,,,,109723
8385,Adventure,Animation,Comedy,,,,,,,,109846
8386,Horror,Sci-Fi,Thriller,,,,,,,,109848
8387,Action,Crime,Drama,IMAX,,,,,,,109850
8388,Comedy,Drama,Romance,,,,,,,,109853
8389,Comedy,Crime,Drama,,,,,,,,109864
8390,Comedy,,,,,,,,,,109895
8391,Drama,,,,,,,,,,109897
8392,Animation,Comedy,,,,,,,,,109941
8393,Action,Drama,,,,,,,,,109968
8394,Comedy,,,,,,,,,,109971
8395,Action,Adventure,Sci-Fi,IMAX,,,,,,,110102
8396,Adventure,Drama,IMAX,,,,,,,,110127
8397,Adventure,Animation,Children,Comedy,,,,,,,110130
8398,Comedy,Drama,Romance,,,,,,,,110281
8399,Horror,Thriller,,,,,,,,,110286
8400,Adventure,Comedy,Crime,,,,,,,,110297
8401,Drama,,,,,,,,,,110330
8402,Documentary,,,,,,,,,,110350
8403,Documentary,,,,,,,,,,110387
8404,Action,Crime,Thriller,,,,,,,,110501
8405,Action,Comedy,,,,,,,,,110541
8406,Action,Sci-Fi,IMAX,,,,,,,,110553
8407,Comedy,Drama,,,,,,,,,110586
8408,Horror,,,,,,,,,,110591
8409,Drama,,,,,,,,,,110603
8410,Drama,Thriller,,,,,,,,,110611
8411,Adventure,Animation,Children,Comedy,,,,,,,110655
8412,Comedy,Documentary,,,,,,,,,110669
8413,Comedy,,,,,,,,,,110718
8414,Drama,Sci-Fi,IMAX,,,,,,,,110730
8415,Comedy,Horror,,,,,,,,,110746
8416,Comedy,Romance,,,,,,,,,110771
8417,Comedy,Horror,,,,,,,,,110773
8418,Action,Animation,Children,Comedy,Musical,,,,,,110781
8419,Action,Crime,Drama,,,,,,,,110826
8420,Drama,,,,,,,,,,110882
8421,Comedy,,,,,,,,,,111113
8422,Action,Adventure,Animation,Children,Comedy,,,,,,111146
8423,Comedy,,,,,,,,,,111320
8424,Action,Sci-Fi,,,,,,,,,111360
8425,Action,Adventure,Sci-Fi,,,,,,,,111362
8426,Action,Adventure,Sci-Fi,IMAX,,,,,,,111364
8427,Comedy,,,,,,,,,,111375
8428,Thriller,,,,,,,,,,111384
8429,Comedy,,,,,,,,,,111443
8430,Horror,Sci-Fi,Thriller,,,,,,,,111551
8431,Comedy,,,,,,,,,,111617
8432,Comedy,Romance,,,,,,,,,111622
8433,Action,Adventure,Children,IMAX,,,,,,,111659
8434,Action,Comedy,Horror,,,,,,,,111663
8435,Comedy,Romance,,,,,,,,,111680
8436,Drama,Fantasy,,,,,,,,,111732
8437,Comedy,Western,,,,,,,,,111743
8438,Action,Sci-Fi,IMAX,,,,,,,,111759
8439,Action,Adventure,Thriller,,,,,,,,111781
8440,Action,Adventure,Fantasy,,,,,,,,111785
8441,Comedy,Drama,,,,,,,,,111795
8442,Comedy,,,,,,,,,,111800
8443,Drama,,,,,,,,,,111817
8444,Action,Drama,,,,,,,,,111844
8445,Drama,,,,,,,,,,111913
8446,Drama,Romance,,,,,,,,,111921
8447,Action,Animation,Children,,,,,,,,112006
8448,Drama,,,,,,,,,,112070
8449,Action,Comedy,Crime,,,,,,,,112138
8450,Action,Crime,Thriller,,,,,,,,112171
8451,Action,Adventure,Animation,,,,,,,,112175
8452,Comedy,Drama,,,,,,,,,112183
8453,Drama,,,,,,,,,,112290
8454,Comedy,Romance,,,,,,,,,112303
8455,Drama,Musical,,,,,,,,,112316
8456,Action,Sci-Fi,,,,,,,,,112326
8457,Documentary,,,,,,,,,,112334
8458,Action,Adventure,Sci-Fi,,,,,,,,112370
8459,Comedy,Drama,Mystery,,,,,,,,112421
8460,Comedy,Romance,,,,,,,,,112450
8461,Drama,,,,,,,,,,112454
8462,Adventure,Animation,Comedy,,,,,,,,112460
8463,Comedy,,,,,,,,,,112497
8464,Animation,Drama,Fantasy,Mystery,,,,,,,112512
8465,Drama,Horror,Thriller,,,,,,,,112515
8466,Drama,,,,,,,,,,112552
8467,Drama,Thriller,,,,,,,,,112556
8468,Comedy,Drama,,,,,,,,,112580
8469,Sci-Fi,,,,,,,,,,112623
8470,Crime,Horror,Thriller,,,,,,,,112727
8471,Comedy,Drama,Romance,,,,,,,,112749
8472,Comedy,,,,,,,,,,112788
8473,Drama,Sci-Fi,,,,,,,,,112804
8474,Action,Horror,Thriller,,,,,,,,112818
8475,Action,Adventure,Sci-Fi,,,,,,,,112852
8476,Sci-Fi,Thriller,,,,,,,,,112868
8477,Action,Adventure,,,,,,,,,112897
8478,Action,Adventure,,,,,,,,,112911
8479,Thriller,,,,,,,,,,112940
8480,Comedy,Horror,Romance,,,,,,,,113159
8481,Thriller,,,,,,,,,,113186
8482,Drama,Musical,,,,,,,,,113207
8483,Comedy,Drama,Romance,,,,,,,,113225
8484,Comedy,Horror,Thriller,,,,,,,,113252
8485,Comedy,Drama,,,,,,,,,113275
8486,Action,Animation,Crime,Thriller,,,,,,,113278
8487,Drama,,,,,,,,,,113280
8488,Horror,Thriller,,,,,,,,,113313
8489,Action,Adventure,Sci-Fi,,,,,,,,113345
8490,Action,Adventure,Comedy,,,,,,,,113348
8491,Drama,Mystery,Sci-Fi,,,,,,,,113350
8492,Animation,Comedy,,,,,,,,,113374
8493,Drama,Sci-Fi,,,,,,,,,113378
8494,Comedy,Drama,,,,,,,,,113394
8495,Action,Crime,Drama,,,,,,,,113416
8496,Comedy,Crime,,,,,,,,,113453
8497,Comedy,,,,,,,,,,113532
8498,Horror,Thriller,,,,,,,,,113565
8499,Action,Crime,Thriller,,,,,,,,113573
8500,Drama,,,,,,,,,,113604
8501,Drama,,,,,,,,,,113705
8502,Drama,Mystery,Sci-Fi,Thriller,,,,,,,113741
8503,Horror,Thriller,,,,,,,,,113780
8504,Comedy,Drama,Romance,,,,,,,,113829
8505,Crime,Drama,Thriller,,,,,,,,113849
8506,Thriller,,,,,,,,,,113862
8507,Comedy,Drama,,,,,,,,,114028
8508,Horror,,,,,,,,,,114044
8509,Crime,Drama,Thriller,,,,,,,,114060
8510,Documentary,Drama,Musical,,,,,,,,114066
8511,Drama,,,,,,,,,,114074
8512,Documentary,,,,,,,,,,114126
8513,Action,Mystery,Sci-Fi,,,,,,,,114180
8514,Drama,,,,,,,,,,114184
8515,Action,Crime,Mystery,Thriller,,,,,,,114246
8516,Comedy,Romance,,,,,,,,,114265
8517,(no genres listed),,,,,,,,,,114335
8518,Drama,,,,,,,,,,114396
8519,Thriller,,,,,,,,,,114494
8520,Animation,Drama,Fantasy,,,,,,,,114554
8521,Comedy,Drama,,,,,,,,,114601
8522,Animation,Drama,Fantasy,,,,,,,,114627
8523,Action,War,,,,,,,,,114662
8524,Comedy,Drama,Horror,,,,,,,,114670
8525,Adventure,Comedy,Drama,,,,,,,,114678
8526,Horror,Mystery,,,,,,,,,114707
8527,Horror,,,,,,,,,,114713
8528,Comedy,Romance,,,,,,,,,114762
8529,Action,Drama,Fantasy,,,,,,,,114795
8530,Action,Comedy,Crime,,,,,,,,114818
8531,Sci-Fi,Thriller,,,,,,,,,114847
8532,Crime,Drama,Thriller,,,,,,,,114925
8533,Action,Mystery,Sci-Fi,Thriller,,,,,,,114935
8534,Adventure,Animation,,,,,,,,,115065
8535,Action,Animation,Comedy,Horror,,,,,,,115111
8536,Comedy,Horror,,,,,,,,,115122
8537,Action,Thriller,,,,,,,,,115149
8538,Action,Crime,,,,,,,,,115151
8539,Drama,,,,,,,,,,115170
8540,Documentary,,,,,,,,,,115203
8541,Action,Drama,War,,,,,,,,115210
8542,Drama,Western,,,,,,,,,115216
8543,Comedy,,,,,,,,,,115231
8544,Comedy,Romance,,,,,,,,,115502
8545,Crime,Drama,Thriller,,,,,,,,115569
8546,Action,Animation,Comedy,,,,,,,,115617
8547,Adventure,Animation,Romance,,,,,,,,115664
8548,Comedy,Romance,,,,,,,,,115667
8549,Crime,Drama,Sci-Fi,Thriller,,,,,,,115680
8550,Drama,Sci-Fi,Thriller,,,,,,,,115713
8551,Action,Adventure,,,,,,,,,115727
8552,Animation,Comedy,,,,,,,,,115819
8553,Adventure,Drama,Romance,,,,,,,,115828
8554,Animation,Comedy,,,,,,,,,115877
8555,Drama,War,,,,,,,,,115969
8556,Comedy,Romance,,,,,,,,,116044
8557,Drama,,,,,,,,,,116138
8558,Action,,,,,,,,,,116169
8559,Crime,Drama,Thriller,,,,,,,,116207
8560,Drama,,,,,,,,,,116411
8561,Comedy,Romance,,,,,,,,,116413
8562,Action,Comedy,Crime,,,,,,,,116419
8563,Action,Comedy,,,,,,,,,116505
8564,Action,Drama,War,IMAX,,,,,,,116529
8565,Action,Comedy,Horror,,,,,,,,116668
8566,Comedy,Musical,,,,,,,,,116718
8567,Comedy,Drama,Romance,,,,,,,,116724
8568,Adventure,Comedy,Horror,,,,,,,,116738
8569,Drama,Thriller,War,,,,,,,,116797
8570,Comedy,Crime,Drama,Mystery,Romance,,,,,,116799
8571,Comedy,Drama,,,,,,,,,116817
8572,Adventure,Sci-Fi,Thriller,,,,,,,,116823
8573,Comedy,Romance,,,,,,,,,116849
8574,Action,Adventure,Drama,,,,,,,,116887
8575,Comedy,Drama,Thriller,,,,,,,,116897
8576,Animation,Children,Comedy,Musical,Sci-Fi,,,,,,116941
8577,Comedy,,,,,,,,,,116963
8578,Comedy,,,,,,,,,,116977
8579,Comedy,Drama,,,,,,,,,116985
8580,Drama,,,,,,,,,,117107
8581,Comedy,,,,,,,,,,117109
8582,Action,Drama,Thriller,,,,,,,,117133
8583,Drama,Romance,,,,,,,,,117176
8584,Adventure,Drama,,,,,,,,,117192
8585,Documentary,War,,,,,,,,,117364
8586,Animation,Comedy,,,,,,,,,117368
8587,Animation,Children,Fantasy,,,,,,,,117444
8588,Action,Adventure,Drama,,,,,,,,117466
8589,Comedy,,,,,,,,,,117511
8590,Action,Adventure,Drama,Sci-Fi,Thriller,,,,,,117529
8591,Documentary,,,,,,,,,,117531
8592,Documentary,,,,,,,,,,117533
8593,Animation,,,,,,,,,,117545
8594,Comedy,Crime,Romance,,,,,,,,117572
8595,Comedy,Crime,,,,,,,,,117590
8596,Action,Comedy,Crime,Romance,,,,,,,117630
8597,Action,Adventure,Comedy,Drama,Fantasy,Thriller,,,,,117646
8598,Comedy,,,,,,,,,,117849
8599,Adventure,Animation,Children,Comedy,,,,,,,117851
8600,Action,Drama,Thriller,War,,,,,,,117867
8601,Adventure,Animation,,,,,,,,,117877
8602,Drama,,,,,,,,,,117881
8603,Children,Comedy,,,,,,,,,117887
8604,Action,Thriller,,,,,,,,,117895
8605,Adventure,Animation,Children,,,,,,,,117922
8606,Comedy,Crime,Thriller,,,,,,,,118082
8607,Comedy,Drama,Romance,,,,,,,,118166
8608,Documentary,Drama,Thriller,,,,,,,,118198
8609,Drama,Thriller,,,,,,,,,118248
8610,Comedy,Horror,Thriller,,,,,,,,118270
8611,Sci-Fi,,,,,,,,,,118290
8612,Crime,Drama,Thriller,,,,,,,,118326
8613,Crime,Drama,Mystery,Thriller,,,,,,,118354
8614,Comedy,,,,,,,,,,118512
8615,Comedy,,,,,,,,,,118530
8616,Comedy,Crime,Drama,,,,,,,,118572
8617,Adventure,Fantasy,,,,,,,,,118696
8618,Drama,,,,,,,,,,118700
8619,Drama,War,,,,,,,,,118702
8620,Adventure,Mystery,Thriller,,,,,,,,118706
8621,Documentary,,,,,,,,,,118784
8622,Comedy,Romance,,,,,,,,,118814
8623,Comedy,,,,,,,,,,118834
8624,Comedy,Drama,,,,,,,,,118862
8625,Horror,Romance,Thriller,,,,,,,,118880
8626,Comedy,,,,,,,,,,118888
8627,Animation,Children,Mystery,,,,,,,,118894
8628,Drama,,,,,,,,,,118896
8629,Drama,,,,,,,,,,118900
8630,Comedy,,,,,,,,,,118924
8631,Comedy,,,,,,,,,,118930
8632,Drama,,,,,,,,,,118985
8633,Children,Comedy,Fantasy,Musical,,,,,,,118997
8634,Comedy,Drama,,,,,,,,,119068
8635,Action,Comedy,,,,,,,,,119141
8636,Action,Adventure,Comedy,Crime,,,,,,,119145
8637,Comedy,,,,,,,,,,119153
8638,Adventure,Children,Comedy,Fantasy,,,,,,,119155
8639,Sci-Fi,Thriller,,,,,,,,,119167
8640,Action,Crime,Drama,,,,,,,,119218
8641,Adventure,Children,Fantasy,,,,,,,,119655
8642,Comedy,,,,,,,,,,119714
8643,Action,Drama,Thriller,Western,,,,,,,119828
8644,Comedy,,,,,,,,,,119964
8645,Animation,Drama,Fantasy,,,,,,,,120130
8646,Comedy,Drama,Fantasy,Mystery,Romance,,,,,,120138
8647,Action,Thriller,,,,,,,,,120466
8648,Documentary,,,,,,,,,,120478
8649,Drama,,,,,,,,,,120625
8650,Action,Crime,Thriller,,,,,,,,120635
8651,Action,Crime,Drama,Mystery,Thriller,,,,,,120637
8652,Drama,,,,,,,,,,120761
8653,Action,Crime,Drama,,,,,,,,120783
8654,Action,Adventure,Sci-Fi,Thriller,,,,,,,120799
8655,Comedy,,,,,,,,,,120807
8656,Comedy,,,,,,,,,,120813
8657,Crime,Drama,Horror,Mystery,,,,,,,120827
8658,Action,Comedy,,,,,,,,,120919
8659,Adventure,Children,Fantasy,Sci-Fi,,,,,,,121007
8660,Drama,,,,,,,,,,121035
8661,Adventure,Children,Comedy,,,,,,,,121097
8662,Animation,Children,,,,,,,,,121099
8663,Comedy,,,,,,,,,,121129
8664,Drama,,,,,,,,,,121169
8665,Documentary,,,,,,,,,,121171
8666,Horror,,,,,,,,,,121231
8667,Horror,Thriller,,,,,,,,,121253
8668,Adventure,Comedy,Romance,,,,,,,,121338
8669,Comedy,Romance,,,,,,,,,121342
8670,Comedy,,,,,,,,,,121372
8671,Comedy,,,,,,,,,,121374
8672,Comedy,Horror,Mystery,Thriller,,,,,,,121469
8673,Comedy,,,,,,,,,,121715
8674,Animation,Children,Comedy,Fantasy,,,,,,,121781
8675,Comedy,War,,,,,,,,,122092
8676,Children,Comedy,,,,,,,,,122246
8677,Drama,War,,,,,,,,,122260
8678,Horror,Mystery,Thriller,,,,,,,,122433
8679,Action,Drama,Thriller,,,,,,,,122490
8680,Sci-Fi,,,,,,,,,,122627
8681,Action,Adventure,Sci-Fi,Thriller,,,,,,,122882
8682,Fantasy,Horror,Thriller,,,,,,,,122884
8683,Action,Adventure,Fantasy,Sci-Fi,IMAX,,,,,,122886
8684,(no genres listed),,,,,,,,,,122888
8685,Action,Adventure,Fantasy,,,,,,,,122890
8686,Action,Adventure,Sci-Fi,,,,,,,,122892
8687,(no genres listed),,,,,,,,,,122896
8688,Action,Adventure,Sci-Fi,,,,,,,,122898
8689,Action,Adventure,Sci-Fi,,,,,,,,122900
8690,Action,Adventure,Fantasy,Sci-Fi,,,,,,,122902
8691,Action,Adventure,Comedy,Sci-Fi,,,,,,,122904
8692,Action,Adventure,Sci-Fi,,,,,,,,122906
8693,Action,Adventure,Sci-Fi,,,,,,,,122912
8694,Action,Adventure,Sci-Fi,,,,,,,,122916
8695,Action,Adventure,Sci-Fi,,,,,,,,122918
8696,Action,Sci-Fi,Thriller,,,,,,,,122920
8697,Action,Adventure,Sci-Fi,,,,,,,,122922
8698,Action,Adventure,Fantasy,Sci-Fi,,,,,,,122924
8699,Action,Adventure,Fantasy,,,,,,,,122926
8700,Children,Comedy,Romance,,,,,,,,122932
8701,Comedy,,,,,,,,,,123200
8702,Action,,,,,,,,,,123310
8703,Drama,Romance,,,,,,,,,123545
8704,Action,Adventure,Drama,Fantasy,,,,,,,123553
8705,Drama,,,,,,,,,,123947
8706,Comedy,,,,,,,,,,124273
8707,Adventure,Animation,Children,Comedy,,,,,,,124404
8708,Comedy,Drama,,,,,,,,,124484
8709,Adventure,Romance,Sci-Fi,,,,,,,,124851
8710,Animation,Documentary,,,,,,,,,124853
8711,Crime,Drama,Thriller,,,,,,,,124859
8712,Horror,Sci-Fi,Western,,,,,,,,125221
8713,Adventure,Comedy,Mystery,Romance,,,,,,,125914
8714,Drama,Romance,,,,,,,,,125916
8715,Adventure,Children,Comedy,Fantasy,,,,,,,125970
8716,Adventure,Children,Comedy,Fantasy,,,,,,,125974
8717,Animation,Children,Comedy,,,,,,,,126088
8718,Animation,,,,,,,,,,126090
8719,Adventure,Children,Fantasy,,,,,,,,126142
8720,Action,,,,,,,,,,126420
8721,Drama,Sci-Fi,,,,,,,,,126426
8722,Action,Adventure,Drama,War,,,,,,,126430
8723,Animation,Children,Fantasy,Musical,,,,,,,126482
8724,Comedy,,,,,,,,,,126548
8725,Animation,Comedy,Fantasy,,,,,,,,126577
8726,Adventure,Animation,Children,Comedy,,,,,,,126921
8727,Comedy,Crime,Romance,,,,,,,,127052
8728,Sci-Fi,Thriller,,,,,,,,,127096
8729,Comedy,,,,,,,,,,127098
8730,Drama,Romance,,,,,,,,,127108
8731,Drama,,,,,,,,,,127114
8732,Drama,,,,,,,,,,127116
8733,Comedy,,,,,,,,,,127130
8734,Drama,Thriller,,,,,,,,,127132
8735,Adventure,Comedy,Drama,,,,,,,,127134
8736,Drama,Mystery,Thriller,,,,,,,,127136
8737,Documentary,,,,,,,,,,127146
8738,Documentary,,,,,,,,,,127152
8739,Documentary,,,,,,,,,,127164
8740,Documentary,,,,,,,,,,127172
8741,Documentary,,,,,,,,,,127180
8742,Drama,,,,,,,,,,127184
8743,Comedy,,,,,,,,,,127194
8744,Comedy,Drama,,,,,,,,,127198
8745,Drama,,,,,,,,,,127202
8746,Comedy,,,,,,,,,,127204
8747,Drama,Thriller,,,,,,,,,127212
8748,Comedy,Drama,,,,,,,,,127298
8749,Thriller,,,,,,,,,,127319
8750,Action,Adventure,Sci-Fi,Thriller,,,,,,,127323
8751,Animation,Comedy,,,,,,,,,127390
8752,Comedy,Western,,,,,,,,,128087
8753,Comedy,,,,,,,,,,128089
8754,Comedy,,,,,,,,,,128097
8755,Comedy,,,,,,,,,,128099
8756,Comedy,Romance,,,,,,,,,128197
8757,Western,,,,,,,,,,128360
8758,Comedy,,,,,,,,,,128366
8759,Action,Crime,Drama,Thriller,,,,,,,128488
8760,Drama,Mystery,Romance,,,,,,,,128512
8761,Comedy,,,,,,,,,,128520
8762,Action,Horror,Sci-Fi,,,,,,,,128542
8763,Mystery,Thriller,,,,,,,,,128592
8764,Comedy,Drama,Romance,,,,,,,,128594
8765,Crime,Drama,Romance,,,,,,,,128620
8766,Western,,,,,,,,,,128695
8767,Drama,,,,,,,,,,128736
8768,Comedy,Drama,Musical,Romance,,,,,,,128832
8769,Horror,,,,,,,,,,128838
8770,Action,Adventure,Fantasy,,,,,,,,128842
8771,Comedy,,,,,,,,,,128852
8772,Documentary,,,,,,,,,,128900
8773,Documentary,,,,,,,,,,128902
8774,Adventure,Comedy,Drama,,,,,,,,128908
8775,Comedy,,,,,,,,,,128914
8776,Action,Adventure,Children,Comedy,Sci-Fi,,,,,,128944
8777,Animation,Children,Comedy,,,,,,,,128968
8778,Comedy,Sci-Fi,,,,,,,,,128975
8779,Animation,Comedy,Sci-Fi,,,,,,,,128991
8780,Comedy,,,,,,,,,,129011
8781,Action,Adventure,,,,,,,,,129229
8782,(no genres listed),,,,,,,,,,129250
8783,Comedy,,,,,,,,,,129313
8784,Horror,Thriller,,,,,,,,,129333
8785,Comedy,Crime,Drama,Romance,,,,,,,129354
8786,Action,Fantasy,Sci-Fi,,,,,,,,129397
8787,Comedy,Drama,,,,,,,,,129428
8788,Comedy,,,,,,,,,,129514
8789,Action,,,,,,,,,,129657
8790,Drama,,,,,,,,,,129659
8791,Comedy,,,,,,,,,,129737
8792,Action,Animation,Sci-Fi,,,,,,,,129779
8793,Action,Crime,Drama,Thriller,,,,,,,129937
8794,Drama,Fantasy,Horror,Mystery,Thriller,,,,,,130050
8795,Drama,Horror,,,,,,,,,130052
8796,Children,Drama,Fantasy,Romance,,,,,,,130073
8797,Action,Crime,Drama,Thriller,,,,,,,130083
8798,Comedy,Drama,Fantasy,,,,,,,,130087
8799,Adventure,Children,Fantasy,Sci-Fi,,,,,,,130444
8800,Adventure,Children,Fantasy,,,,,,,,130450
8801,Comedy,Drama,,,,,,,,,130452
8802,Crime,Drama,Film-Noir,Mystery,Thriller,,,,,,130482
8803,Action,Sci-Fi,Thriller,,,,,,,,130490
8804,Comedy,,,,,,,,,,130498
8805,Action,Adventure,Animation,Comedy,Sci-Fi,,,,,,130518
8806,Adventure,Animation,Children,Comedy,Fantasy,Sci-Fi,,,,,130520
8807,Drama,Sci-Fi,,,,,,,,,130576
8808,Action,Thriller,,,,,,,,,130578
8809,Action,Crime,Thriller,,,,,,,,130634
8810,Comedy,Horror,,,,,,,,,130686
8811,Horror,Romance,Sci-Fi,,,,,,,,130840
8812,Action,Adventure,Sci-Fi,,,,,,,,130842
8813,Comedy,,,,,,,,,,130970
8814,Drama,,,,,,,,,,130976
8815,Comedy,Romance,,,,,,,,,130978
8816,Comedy,Crime,,,,,,,,,131013
8817,Documentary,,,,,,,,,,131023
8818,Animation,Children,Comedy,,,,,,,,131098
8819,Comedy,Crime,,,,,,,,,131104
8820,Animation,Comedy,,,,,,,,,131130
8821,Comedy,,,,,,,,,,131237
8822,Thriller,,,,,,,,,,131439
8823,Action,Crime,Thriller,,,,,,,,131480
8824,Comedy,,,,,,,,,,131578
8825,Comedy,Fantasy,,,,,,,,,131610
8826,Adventure,Animation,Children,Comedy,,,,,,,131656
8827,Action,Adventure,,,,,,,,,131714
8828,Documentary,,,,,,,,,,131724
8829,Action,Adventure,Animation,,,,,,,,131739
8830,Comedy,,,,,,,,,,131749
8831,Drama,,,,,,,,,,131796
8832,Comedy,,,,,,,,,,131826
8833,Comedy,Drama,,,,,,,,,131920
8834,Comedy,,,,,,,,,,131934
8835,Action,Adventure,Children,Mystery,Sci-Fi,,,,,,132046
8836,(no genres listed),,,,,,,,,,132084
8837,Comedy,Drama,Horror,,,,,,,,132153
8838,Action,Comedy,Crime,,,,,,,,132157
8839,Documentary,Drama,,,,,,,,,132333
8840,Drama,,,,,,,,,,132335
8841,Action,Animation,Sci-Fi,,,,,,,,132362
8842,Comedy,Romance,Thriller,,,,,,,,132422
8843,Drama,Romance,,,,,,,,,132424
8844,Comedy,Crime,Drama,,,,,,,,132454
8845,Action,Adventure,Drama,,,,,,,,132462
8846,Comedy,Romance,,,,,,,,,132488
8847,Comedy,Drama,,,,,,,,,132496
8848,Children,Comedy,,,,,,,,,132584
8849,Action,Crime,Drama,Mystery,Thriller,,,,,,132618
8850,Comedy,Romance,,,,,,,,,132660
8851,Action,Drama,Thriller,,,,,,,,132796
8852,Comedy,Drama,,,,,,,,,132800
8853,Comedy,,,,,,,,,,132888
8854,Documentary,,,,,,,,,,133115
8855,Action,Crime,Thriller,,,,,,,,133195
8856,Comedy,Crime,Sci-Fi,,,,,,,,133217
8857,Comedy,Drama,,,,,,,,,133281
8858,Drama,Thriller,,,,,,,,,133365
8859,Horror,Sci-Fi,Thriller,,,,,,,,133377
8860,Comedy,,,,,,,,,,133419
8861,Comedy,Drama,,,,,,,,,133545
8862,Drama,Romance,,,,,,,,,133645
8863,Comedy,Romance,,,,,,,,,133712
8864,Comedy,Crime,,,,,,,,,133716
8865,Comedy,Romance,Sci-Fi,,,,,,,,133771
8866,Comedy,Drama,,,,,,,,,133780
8867,Drama,Horror,Thriller,,,,,,,,133782
8868,Action,Comedy,,,,,,,,,133798
8869,Action,Thriller,Western,,,,,,,,133802
8870,Horror,Thriller,,,,,,,,,133832
8871,Action,Adventure,Comedy,,,,,,,,133867
8872,Comedy,,,,,,,,,,133879
8873,Comedy,Romance,,,,,,,,,134004
8874,Animation,,,,,,,,,,134019
8875,Comedy,Drama,Romance,,,,,,,,134021
8876,Comedy,Drama,Romance,,,,,,,,134041
8877,Animation,Drama,,,,,,,,,134095
8878,Comedy,,,,,,,,,,134109
8879,Adventure,Drama,Sci-Fi,,,,,,,,134130
8880,Thriller,,,,,,,,,,134158
8881,Action,Comedy,Fantasy,Sci-Fi,,,,,,,134170
8882,Comedy,,,,,,,,,,134184
8883,Drama,,,,,,,,,,134214
8884,Action,Thriller,,,,,,,,,134246
8885,Documentary,,,,,,,,,,134248
8886,Comedy,Drama,Fantasy,,,,,,,,134252
8887,Comedy,,,,,,,,,,134326
8888,Comedy,,,,,,,,,,134334
8889,Action,Comedy,Crime,,,,,,,,134368
8890,Comedy,Romance,,,,,,,,,134393
8891,Adventure,Crime,Drama,,,,,,,,134515
8892,Documentary,,,,,,,,,,134524
8893,Comedy,Drama,Romance,,,,,,,,134528
